TIME,COUNTRY,AGE,VALUE
2011,Greece,From 18 to 64 years,11600
2011,Greece,18 years or over,11018
2011,Greece,From 25 to 49 years,11852
2011,Greece,From 25 to 54 years,11878
2011,Greece,From 50 to 64 years,11839
2011,Greece,From 55 to 64 years,11657
2011,Greece,Less than 60 years,11436
2011,Greece,60 years or over,9640
2011,Greece,Less than 65 years,11428
2011,Greece,From 65 to 74 years,0
2011,Greece,65 years or over,9293
2011,Greece,Less than 75 years,11200
2011,Greece,75 years or over,8620
2011,Spain,Total,13929
2011,Spain,Less than 6 years,13492
2011,Spain,From 6 to 11 years,11929
2011,Spain,From 11 to 15 years,0
2011,Spain,From 12 to 17 years,11873
2011,Spain,Less than 16 years,12500
2011,Spain,From 16 to 24 years,12583
2011,Spain,From 16 to 64 years,14569
2011,Spain,16 years or over,14174
2011,Spain,Less than 18 years,12391
2011,Spain,From 18 to 24 years,12924
2011,Spain,From 18 to 64 years,14656
2011,Spain,18 years or over,14254
2011,Spain,From 25 to 49 years,14419
2011,Spain,From 25 to 54 years,14673
2011,Spain,From 50 to 64 years,16007
2011,Spain,From 55 to 64 years,16163
2011,Spain,Less than 60 years,14076
2011,Spain,60 years or over,13389
2011,Spain,Less than 65 years,14167
2011,Spain,From 65 to 74 years,0
2011,Spain,65 years or over,12858
2011,Spain,Less than 75 years,14116
2011,Spain,75 years or over,11981
2011,France,Total,19995
2011,France,Less than 6 years,18782
2011,France,From 6 to 11 years,18131
2011,France,From 11 to 15 years,0
2011,France,From 12 to 17 years,17530
2011,France,Less than 16 years,18207
2011,France,From 16 to 24 years,17333
2011,France,From 16 to 64 years,20530
2011,France,16 years or over,20473
2011,France,Less than 18 years,18140
2011,France,From 18 to 24 years,17195
2011,France,From 18 to 64 years,20624
2011,France,18 years or over,20561
2011,France,From 25 to 49 years,20336
2011,France,From 25 to 54 years,20727
2011,France,From 50 to 64 years,23040
2011,France,From 55 to 64 years,23026
2011,France,Less than 60 years,19686
2011,France,60 years or over,20983
2011,France,Less than 65 years,19951
2011,France,From 65 to 74 years,0
2011,France,65 years or over,20138
2011,France,Less than 75 years,20058
2011,France,75 years or over,19092
2011,Croatia,Total,5579
2011,Croatia,Less than 6 years,5697
2011,Croatia,From 6 to 11 years,5278
2011,Croatia,From 11 to 15 years,0
2011,Croatia,From 12 to 17 years,5155
2011,Croatia,Less than 16 years,5419
2011,Croatia,From 16 to 24 years,5292
2011,Croatia,From 16 to 64 years,5786
2011,Croatia,16 years or over,5602
2011,Croatia,Less than 18 years,5335
2011,Croatia,From 18 to 24 years,5400
2011,Croatia,From 18 to 64 years,5814
2011,Croatia,18 years or over,5618
2011,Croatia,From 25 to 49 years,5897
2011,Croatia,From 25 to 54 years,5897
2011,Croatia,From 50 to 64 years,5861
2011,Croatia,From 55 to 64 years,5849
2011,Croatia,Less than 60 years,5697
2011,Croatia,60 years or over,4939
2011,Croatia,Less than 65 years,5697
2011,Croatia,From 65 to 74 years,0
2011,Croatia,65 years or over,4692
2011,Croatia,Less than 75 years,5649
2011,Croatia,75 years or over,4294
2011,Italy,Total,15971
2011,Italy,Less than 6 years,15122
2011,Italy,From 6 to 11 years,14183
2011,Italy,From 11 to 15 years,0
2011,Italy,From 12 to 17 years,13579
2011,Italy,Less than 16 years,14418
2011,Italy,From 16 to 24 years,14452
2011,Italy,From 16 to 64 years,16748
2011,Italy,16 years or over,16292
2011,Italy,Less than 18 years,14303
2011,Italy,From 18 to 24 years,14735
2011,Italy,From 18 to 64 years,16860
2011,Italy,18 years or over,16349
2011,Italy,From 25 to 49 years,16709
2011,Italy,From 25 to 54 years,16815
2011,Italy,From 50 to 64 years,17944
2011,Italy,From 55 to 64 years,18256
2011,Italy,Less than 60 years,16125
2011,Italy,60 years or over,15624
2011,Italy,Less than 65 years,16307
2011,Italy,From 65 to 74 years,0
2011,Italy,65 years or over,15002
2011,Italy,Less than 75 years,16247
2011,Italy,75 years or over,14401
2011,Cyprus,Total,16990
2011,Cyprus,Less than 6 years,17995
2011,Cyprus,From 6 to 11 years,16578
2011,Cyprus,From 11 to 15 years,0
2011,Cyprus,From 12 to 17 years,15452
2011,Cyprus,Less than 16 years,16726
2011,Cyprus,From 16 to 24 years,16025
2011,Cyprus,From 16 to 64 years,17645
2011,Cyprus,16 years or over,17002
2011,Cyprus,Less than 18 years,16512
2011,Cyprus,From 18 to 24 years,16416
2011,Cyprus,From 18 to 64 years,17803
2011,Cyprus,18 years or over,17058
2011,Cyprus,From 25 to 49 years,17952
2011,Cyprus,From 25 to 54 years,18180
2011,Cyprus,From 50 to 64 years,18800
2011,Cyprus,From 55 to 64 years,18456
2011,Cyprus,Less than 60 years,17448
2011,Cyprus,60 years or over,12897
2011,Cyprus,Less than 65 years,17448
2011,Cyprus,From 65 to 74 years,0
2011,Cyprus,65 years or over,11613
2011,Cyprus,Less than 75 years,17201
2011,Cyprus,75 years or over,10313
2011,Latvia,Total,4195
2011,Latvia,Less than 6 years,4898
2011,Latvia,From 6 to 11 years,3879
2011,Latvia,From 11 to 15 years,0
2011,Latvia,From 12 to 17 years,3664
2011,Latvia,Less than 16 years,4088
2011,Latvia,From 16 to 24 years,4020
2011,Latvia,From 16 to 64 years,4469
2011,Latvia,16 years or over,4218
2011,Latvia,Less than 18 years,4021
2011,Latvia,From 18 to 24 years,4122
2011,Latvia,From 18 to 64 years,4503
2011,Latvia,18 years or over,4234
2011,Latvia,From 25 to 49 years,4691
2011,Latvia,From 25 to 54 years,4684
2011,Latvia,From 50 to 64 years,4433
2011,Latvia,From 55 to 64 years,4332
2011,Latvia,Less than 60 years,4415
2011,Latvia,60 years or over,3860
2011,Latvia,Less than 65 years,4415
2011,Latvia,From 65 to 74 years,0
2011,Latvia,65 years or over,3776
2011,Latvia,Less than 75 years,4306
2011,Latvia,75 years or over,3579
2011,Lithuania,Total,3857
2011,Lithuania,Less than 6 years,4395
2011,Lithuania,From 6 to 11 years,3393
2011,Lithuania,From 11 to 15 years,0
2011,Lithuania,From 12 to 17 years,3275
2011,Lithuania,Less than 16 years,3737
2011,Lithuania,From 16 to 24 years,3561
2011,Lithuania,From 16 to 64 years,4045
2011,Lithuania,16 years or over,3874
2011,Lithuania,Less than 18 years,3581
2011,Lithuania,From 18 to 24 years,3638
2011,Lithuania,From 18 to 64 years,4111
2011,Lithuania,18 years or over,3899
2011,Lithuania,From 25 to 49 years,4137
2011,Lithuania,From 25 to 54 years,4216
2011,Lithuania,From 50 to 64 years,4273
2011,Lithuania,From 55 to 64 years,4000
2011,Lithuania,Less than 60 years,3969
2011,Lithuania,60 years or over,3645
2011,Lithuania,Less than 65 years,3965
2011,Lithuania,From 65 to 74 years,0
2011,Lithuania,65 years or over,3588
2011,Lithuania,Less than 75 years,3891
2011,Lithuania,75 years or over,3579
2011,Luxembourg,Total,32538
2011,Luxembourg,Less than 6 years,29168
2011,Luxembourg,From 6 to 11 years,28667
2011,Luxembourg,From 11 to 15 years,0
2011,Luxembourg,From 12 to 17 years,28344
2011,Luxembourg,Less than 16 years,28840
2011,Luxembourg,From 16 to 24 years,28840
2011,Luxembourg,From 16 to 64 years,33218
2011,Luxembourg,16 years or over,33336
2011,Luxembourg,Less than 18 years,28840
2011,Luxembourg,From 18 to 24 years,28919
2011,Luxembourg,From 18 to 64 years,33377
2011,Luxembourg,18 years or over,33446
2011,Luxembourg,From 25 to 49 years,33269
2011,Luxembourg,From 25 to 54 years,33380
2011,Luxembourg,From 50 to 64 years,36023
2011,Luxembourg,From 55 to 64 years,36841
2011,Luxembourg,Less than 60 years,31901
2011,Luxembourg,60 years or over,35251
2011,Luxembourg,Less than 65 years,32224
2011,Luxembourg,From 65 to 74 years,0
2011,Luxembourg,65 years or over,33975
2011,Luxembourg,Less than 75 years,32450
2011,Luxembourg,75 years or over,33177
2011,Hungary,Total,4493
2011,Hungary,Less than 6 years,4068
2011,Hungary,From 6 to 11 years,4030
2011,Hungary,From 11 to 15 years,0
2011,Hungary,From 12 to 17 years,3758
2011,Hungary,Less than 16 years,3989
2011,Hungary,From 16 to 24 years,4096
2011,Hungary,From 16 to 64 years,4621
2011,Hungary,16 years or over,4577
2011,Hungary,Less than 18 years,3938
2011,Hungary,From 18 to 24 years,4189
2011,Hungary,From 18 to 64 years,4651
2011,Hungary,18 years or over,4597
2011,Hungary,From 25 to 49 years,4709
2011,Hungary,From 25 to 54 years,4705
2011,Hungary,From 50 to 64 years,4772
2011,Hungary,From 55 to 64 years,4812
2011,Hungary,Less than 60 years,4479
2011,Hungary,60 years or over,4525
2011,Hungary,Less than 65 years,4505
2011,Hungary,From 65 to 74 years,0
2011,Hungary,65 years or over,4447
2011,Hungary,Less than 75 years,4504
2011,Hungary,75 years or over,4400
2011,Malta,Total,10862
2011,Malta,Less than 6 years,10114
2011,Malta,From 6 to 11 years,9575
2011,Malta,From 11 to 15 years,0
2011,Malta,From 12 to 17 years,9123
2011,Malta,Less than 16 years,9556
2011,Malta,From 16 to 24 years,11056
2011,Malta,From 16 to 64 years,11727
2011,Malta,16 years or over,11134
2011,Malta,Less than 18 years,9520
2011,Malta,From 18 to 24 years,11446
2011,Malta,From 18 to 64 years,11843
2011,Malta,18 years or over,11190
2011,Malta,From 25 to 49 years,12064
2011,Malta,From 25 to 54 years,12038
2011,Malta,From 50 to 64 years,11727
2011,Malta,From 55 to 64 years,11562
2011,Malta,Less than 60 years,11361
2011,Malta,60 years or over,9415
2011,Malta,Less than 65 years,11304
2011,Malta,From 65 to 74 years,0
2011,Malta,65 years or over,8986
2011,Malta,Less than 75 years,11071
2011,Malta,75 years or over,8905
2011,Netherlands,Total,20310
2011,Netherlands,Less than 6 years,19869
2011,Netherlands,From 6 to 11 years,18876
2011,Netherlands,From 11 to 15 years,0
2011,Netherlands,From 12 to 17 years,17842
2011,Netherlands,Less than 16 years,18902
2011,Netherlands,From 16 to 24 years,18671
2011,Netherlands,From 16 to 64 years,21344
2011,Netherlands,16 years or over,20708
2011,Netherlands,Less than 18 years,18819
2011,Netherlands,From 18 to 24 years,18797
2011,Netherlands,From 18 to 64 years,21473
2011,Netherlands,18 years or over,20827
2011,Netherlands,From 25 to 49 years,21577
2011,Netherlands,From 25 to 54 years,21770
2011,Netherlands,From 50 to 64 years,22479
2011,Netherlands,From 55 to 64 years,22186
2011,Netherlands,Less than 60 years,20817
2011,Netherlands,60 years or over,18942
2011,Netherlands,Less than 65 years,20842
2011,Netherlands,From 65 to 74 years,0
2011,Netherlands,65 years or over,18113
2011,Netherlands,Less than 75 years,20674
2011,Netherlands,75 years or over,17121
2011,Austria,Total,21463
2011,Austria,Less than 6 years,18204
2011,Austria,From 6 to 11 years,19108
2011,Austria,From 11 to 15 years,0
2011,Austria,From 12 to 17 years,20106
2011,Austria,Less than 16 years,19063
2011,Austria,From 16 to 24 years,21619
2011,Austria,From 16 to 64 years,22581
2011,Austria,16 years or over,22033
2011,Austria,Less than 18 years,19347
2011,Austria,From 18 to 24 years,21896
2011,Austria,From 18 to 64 years,22773
2011,Austria,18 years or over,22090
2011,Austria,From 25 to 49 years,22182
2011,Austria,From 25 to 54 years,22889
2011,Austria,From 50 to 64 years,24225
2011,Austria,From 55 to 64 years,23304
2011,Austria,Less than 60 years,21702
2011,Austria,60 years or over,20452
2011,Austria,Less than 65 years,21776
2011,Austria,From 65 to 74 years,0
2011,Austria,65 years or over,19978
2011,Austria,Less than 75 years,21701
2011,Austria,75 years or over,18852
2011,Poland,Total,5025
2011,Poland,Less than 6 years,4933
2011,Poland,From 6 to 11 years,4637
2011,Poland,From 11 to 15 years,0
2011,Poland,From 12 to 17 years,4189
2011,Poland,Less than 16 years,4665
2011,Poland,From 16 to 24 years,4651
2011,Poland,From 16 to 64 years,5160
2011,Poland,16 years or over,5081
2011,Poland,Less than 18 years,4587
2011,Poland,From 18 to 24 years,4748
2011,Poland,From 18 to 64 years,5200
2011,Poland,18 years or over,5106
2011,Poland,From 25 to 49 years,5293
2011,Poland,From 25 to 54 years,5283
2011,Poland,From 50 to 64 years,5231
2011,Poland,From 55 to 64 years,5227
2011,Poland,Less than 60 years,5056
2011,Poland,60 years or over,4867
2011,Poland,Less than 65 years,5072
2011,Poland,From 65 to 74 years,0
2011,Poland,65 years or over,4753
2011,Poland,Less than 75 years,5042
2011,Poland,75 years or over,4817
2011,Portugal,Total,8410
2011,Portugal,Less than 6 years,8185
2011,Portugal,From 6 to 11 years,7572
2011,Portugal,From 11 to 15 years,0
2011,Portugal,From 12 to 17 years,7090
2011,Portugal,Less than 16 years,7640
2011,Portugal,From 16 to 24 years,7681
2011,Portugal,From 16 to 64 years,8896
2011,Portugal,16 years or over,8560
2011,Portugal,Less than 18 years,7613
2011,Portugal,From 18 to 24 years,8005
2011,Portugal,From 18 to 64 years,8972
2011,Portugal,18 years or over,8610
2011,Portugal,From 25 to 49 years,8980
2011,Portugal,From 25 to 54 years,9009
2011,Portugal,From 50 to 64 years,9332
2011,Portugal,From 55 to 64 years,9263
2011,Portugal,Less than 60 years,8581
2011,Portugal,60 years or over,7878
2011,Portugal,Less than 65 years,8634
2011,Portugal,From 65 to 74 years,0
2011,Portugal,65 years or over,7472
2011,Portugal,Less than 75 years,8581
2011,Portugal,75 years or over,6757
2011,Romania,Total,2091
2011,Romania,Less than 6 years,1804
2011,Romania,From 6 to 11 years,1715
2011,Romania,From 11 to 15 years,0
2011,Romania,From 12 to 17 years,1661
2011,Romania,Less than 16 years,1715
2011,Romania,From 16 to 24 years,1807
2011,Romania,From 16 to 64 years,2193
2011,Romania,16 years or over,2171
2011,Romania,Less than 18 years,1713
2011,Romania,From 18 to 24 years,1872
2011,Romania,From 18 to 64 years,2216
2011,Romania,18 years or over,2193
2011,Romania,From 25 to 49 years,2170
2011,Romania,From 25 to 54 years,2211
2011,Romania,From 50 to 64 years,2463
2011,Romania,From 55 to 64 years,2476
2011,Romania,Less than 60 years,2058
2011,Romania,60 years or over,2208
2011,Romania,Less than 65 years,2089
2011,Romania,From 65 to 74 years,0
2011,Romania,65 years or over,2103
2011,Romania,Less than 75 years,2107
2011,Romania,75 years or over,1954
2011,Slovenia,Total,11999
2011,Slovenia,Less than 6 years,12006
2011,Slovenia,From 6 to 11 years,11628
2011,Slovenia,From 11 to 15 years,0
2011,Slovenia,From 12 to 17 years,11225
2011,Slovenia,Less than 16 years,11682
2011,Slovenia,From 16 to 24 years,11794
2011,Slovenia,From 16 to 64 years,12373
2011,Slovenia,16 years or over,12048
2011,Slovenia,Less than 18 years,11630
2011,Slovenia,From 18 to 24 years,11971
2011,Slovenia,From 18 to 64 years,12414
2011,Slovenia,18 years or over,12083
2011,Slovenia,From 25 to 49 years,12593
2011,Slovenia,From 25 to 54 years,12697
2011,Slovenia,From 50 to 64 years,12346
2011,Slovenia,From 55 to 64 years,11967
2011,Slovenia,Less than 60 years,12293
2011,Slovenia,60 years or over,10803
2011,Slovenia,Less than 65 years,12235
2011,Slovenia,From 65 to 74 years,0
2011,Slovenia,65 years or over,10596
2011,Slovenia,Less than 75 years,12130
2011,Slovenia,75 years or over,9942
2011,Slovakia,Total,6306
2011,Slovakia,Less than 6 years,5803
2011,Slovakia,From 6 to 11 years,6118
2011,Slovakia,From 11 to 15 years,0
2011,Slovakia,From 12 to 17 years,5693
2011,Slovakia,Less than 16 years,5890
2011,Slovakia,From 16 to 24 years,5991
2011,Slovakia,From 16 to 64 years,6656
2011,Slovakia,16 years or over,6392
2011,Slovakia,Less than 18 years,5829
2011,Slovakia,From 18 to 24 years,6108
2011,Slovakia,From 18 to 64 years,6705
2011,Slovakia,18 years or over,6426
2011,Slovakia,From 25 to 49 years,6822
2011,Slovakia,From 25 to 54 years,6848
2011,Slovakia,From 50 to 64 years,6914
2011,Slovakia,From 55 to 64 years,6892
2011,Slovakia,Less than 60 years,6512
2011,Slovakia,60 years or over,5823
2011,Slovakia,Less than 65 years,6514
2011,Slovakia,From 65 to 74 years,0
2011,Slovakia,65 years or over,5607
2011,Slovakia,Less than 75 years,6382
2011,Slovakia,75 years or over,5433
2011,Finland,Total,21826
2011,Finland,Less than 6 years,20597
2011,Finland,From 6 to 11 years,21901
2011,Finland,From 11 to 15 years,0
2011,Finland,From 12 to 17 years,21131
2011,Finland,Less than 16 years,21176
2011,Finland,From 16 to 24 years,19480
2011,Finland,From 16 to 64 years,23339
2011,Finland,16 years or over,22001
2011,Finland,Less than 18 years,21177
2011,Finland,From 18 to 24 years,18628
2011,Finland,From 18 to 64 years,23461
2011,Finland,18 years or over,22032
2011,Finland,From 25 to 49 years,23845
2011,Finland,From 25 to 54 years,24170
2011,Finland,From 50 to 64 years,24690
2011,Finland,From 55 to 64 years,24251
2011,Finland,Less than 60 years,22776
2011,Finland,60 years or over,19093
2011,Finland,Less than 65 years,22851
2011,Finland,From 65 to 74 years,0
2011,Finland,65 years or over,17763
2011,Finland,Less than 75 years,22453
2011,Finland,75 years or over,15518
2011,Sweden,Total,21584
2011,Sweden,Less than 6 years,20175
2011,Sweden,From 6 to 11 years,21993
2011,Sweden,From 11 to 15 years,0
2011,Sweden,From 12 to 17 years,20661
2011,Sweden,Less than 16 years,21115
2011,Sweden,From 16 to 24 years,18935
2011,Sweden,From 16 to 64 years,23013
2011,Sweden,16 years or over,21721
2011,Sweden,Less than 18 years,20854
2011,Sweden,From 18 to 24 years,18850
2011,Sweden,From 18 to 64 years,23222
2011,Sweden,18 years or over,21834
2011,Sweden,From 25 to 49 years,22785
2011,Sweden,From 25 to 54 years,23144
2011,Sweden,From 50 to 64 years,26446
2011,Sweden,From 55 to 64 years,26907
2011,Sweden,Less than 60 years,22256
2011,Sweden,60 years or over,18935
2011,Sweden,Less than 65 years,22560
2011,Sweden,From 65 to 74 years,0
2011,Sweden,65 years or over,17298
2011,Sweden,Less than 75 years,22342
2011,Sweden,75 years or over,15131
2011,Iceland,Total,18973
2011,Iceland,Less than 6 years,17210
2011,Iceland,From 6 to 11 years,18062
2011,Iceland,From 11 to 15 years,0
2011,Iceland,From 12 to 17 years,18501
2011,Iceland,Less than 16 years,17628
2011,Iceland,From 16 to 24 years,18983
2011,Iceland,From 16 to 64 years,19843
2011,Iceland,16 years or over,19398
2011,Iceland,Less than 18 years,17921
2011,Iceland,From 18 to 24 years,18841
2011,Iceland,From 18 to 64 years,19891
2011,Iceland,18 years or over,19400
2011,Iceland,From 25 to 49 years,19088
2011,Iceland,From 25 to 54 years,19536
2011,Iceland,From 50 to 64 years,22338
