"TIME","GEO","UNIT","ISCED11","ISCEDF13","SEX","Value"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","1,006"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Health and welfare","Total","7,058"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Dental studies","Total","669"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","13"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","138"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Services","Total","1,387"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","617"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Sports","Total","184"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","225"
"2014","Czechia","Number","Tertiary education (levels 5-8)","Transport services","Total","286"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Total","Total","29,945"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Education","Total","1,086"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","2,872"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","2,480"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","9,555"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","1,615"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Environment","Total","10"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Physical sciences","Total","351"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","707"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","1,952"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","6,063"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","3,366"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","621"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","2,076"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","953"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Health and welfare","Total","3,030"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Dental studies","Total","61"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","276"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","75"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Services","Total","339"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","0"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Sports","Total","34"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","267"
"2014","Denmark","Number","Tertiary education (levels 5-8)","Transport services","Total","32"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Total","Total","210,542"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Education","Total","5,036"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","39,023"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","16,786"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","39,063"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","17,200"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Environment","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Physical sciences","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","15,296"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","58,664"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Architecture and construction","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","3,102"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Health and welfare","Total","13,524"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Dental studies","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Child care and youth services","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Social work and counselling","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Services","Total","1,772"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Domestic services","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Sports","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total",":"
"2014","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Transport services","Total",":"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Total","Total","2,230"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Education","Total","7"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","338"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","248"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","1,015"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","55"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Environment","Total","9"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Physical sciences","Total","20"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","9"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","146"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","156"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","30"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","7"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","12"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","147"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Health and welfare","Total","114"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Dental studies","Total","0"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","1"
"2014","Estonia","Number","Tertiary education (levels 5-8)","Services","Total","4"
